DateOfOfqualDataSnapshot,QualificationName,AwardingOrganisation,QualificationNumber,Level,QualificationType,Subcategory,SectorSubjectArea,Status,Age1416_FundingAvailable,Age1416_FundingApprovalStartDate,Age1416_FundingApprovalEndDate,Age1416_Notes,Age1619_FundingAvailable,Age1619_FundingApprovalStartDate,Age1619_FundingApprovalEndDate,Age1619_Notes,LocalFlexibilities_FundingAvailable,LocalFlexibilities_FundingApprovalStartDate,LocalFlexibilities_FundingApprovalEndDate,LocalFlexibilities_Notes,LegalEntitlementL2L3_FundingAvailable,LegalEntitlementL2L3_FundingApprovalStartDate,LegalEntitlementL2L3_FundingApprovalEndDate,LegalEntitlementL2L3_Notes,LegalEntitlementEnglishandMaths_FundingAvailable,LegalEntitlementEnglishandMaths_FundingApprovalStartDate,LegalEntitlementEnglishandMaths_FundingApprovalEndDate,LegalEntitlementEnglishandMaths_Notes,DigitalEntitlement_FundingAvailable,DigitalEntitlement_FundingApprovalStartDate,DigitalEntitlement_FundingApprovalEndDate,DigitalEntitlement_Notes,ESFLevel34_FundingAvailable,ESFLevel34_FundingApprovalStartDate,ESFLevel34_FundingApprovalEndDate,ESFLevel34_Notes,AdvancedLearnerLoans_FundingAvailable,AdvancedLearnerLoans_FundingApprovalStartDate,AdvancedLearnerLoans_FundingApprovalEndDate,AdvancedLearnerLoans_Notes,AwardingOrganisationURL,L3FreeCoursesForJobs_FundingAvailable,L3FreeCoursesForJobs_FundingApprovalStartDate,L3FreeCoursesForJobs_FundingApprovalEndDate,L3FreeCoursesForJobs_Notes
22/10/2024,City & Guilds Level 1 Certificate in Business and Administration,City and Guilds of London Institute,50076656,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/11/2009,31/07/2026,,True,01/11/2009,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 1 Award in Business and Administration,City and Guilds of London Institute,50077387,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,21/12/2009,31/07/2026,,True,21/12/2009,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 1 Certificate for Introduction to Customer Service,City and Guilds of London Institute,50118377,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2010,31/07/2026,,True,01/09/2010,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 1 Award for Introduction to Customer Service ,City and Guilds of London Institute,50118390,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2010,31/07/2026,,True,01/09/2010,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Focus Awards Level 1 Award In Customer Service (RQF),Focus Awards Limited,60177056,Level 1,Vocationally-Related Qualification,,Administration,Approved,False,,,,False,,,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Focus Awards Level 1 Certificate in Customer Service (RQF),Focus Awards Limited,60186860,Level 1,Other Vocational Qualification,,Administration,Approved,True,01/05/2016,31/07/2026,,True,01/05/2016,31/07/2021,,True,01/08/2016,31/07/2021,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield  Level 1 Certificate In Customer Service (RQF),Highfield Qualifications,6014001X,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2014,31/07/2026,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield  Level 1 Certificate In Business Administration  (RQF),Highfield Qualifications,60140288,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2014,31/07/2026,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield Level 1 NVQ Award in Contact Centre Operations (RQF),Highfield Qualifications,60147842,Level 1,Occupational Qualification,,Administration,Approved,False,,,,True,01/11/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield  Level 1 Award in Customer Service (RQF),Highfield Qualifications,60170050,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2015,31/07/2026,,True,01/09/2015,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,iCQ Level 1 Certificate in Business Administration (RQF),iCan Qualifications Limited,60137034,Level 1,Occupational Qualification,,Administration,Approved,True,01/09/2014,31/07/2026,,True,01/09/2014,31/07/2022,,True,01/08/2016,31/07/2022,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,iCQ Level 1 Certificate in Customer Service (RQF),iCan Qualifications Limited,60137381,Level 1,Occupational Qualification,,Administration,Approved,True,01/09/2014,31/07/2026,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,iCQ Level 1 Award in Principles of Customer Service,iCan Qualifications Limited,60352917,Level 1,Occupational Qualification,,Administration,Approved,False,,,,True,25/11/2019,31/07/2026,,True,25/11/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NCFE Level 1 Certificate  in Business Administration ,NCFE,60139638,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2014,31/07/2026,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NCFE Level 1 Certificate in Customer Service ,NCFE,60139729,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/09/2014,31/07/2026,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 1 Award in Business Administration,NOCN,60362856,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,31/08/2020,31/07/2026,,True,31/08/2020,31/07/2026,,True,31/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 1 Certificate in Business Administration,NOCN,60362868,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,31/08/2020,31/07/2026,,True,31/08/2020,31/07/2026,,True,31/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCNLR Level 1 Certificate in Business Administration,OCN London,60144063,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/10/2014,31/07/2026,,True,01/10/2014,31/07/2022,,True,01/08/2016,31/07/2022,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,"OCNLR Level 1 Award in Skills for Professions in Business, Administration and Finance",OCN London,60326633,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/12/2017,31/07/2026,,True,01/12/2017,31/07/2026,,True,01/12/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Open Awards Level 1 Award in Business Administration Skills (RQF),Open Awards,60360859,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Open Awards Level 1 Certificate in Business Administration Skills (RQF),Open Awards,60360860,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,True,01/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCN NI Level 1 Certificate in Business Administration,Open College Network Northern Ireland,60184462,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/03/2016,31/07/2026,,True,01/03/2016,31/07/2021,,True,01/08/2016,31/07/2021,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCN NI Level 1 Award in Business Administration,Open College Network Northern Ireland,6018596X,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/04/2016,31/07/2026,,True,01/04/2016,31/07/2021,,True,01/08/2017,31/07/2021,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCN NI Level 1 Award in Office Skills,Open College Network Northern Ireland,60332840,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/06/2018,31/07/2026,,True,01/06/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCN NI Level 1 Certificate in Office Skills,Open College Network Northern Ireland,60332852,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/06/2018,31/07/2026,,True,01/06/2018,31/07/2026,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Pearson BTEC Level 1 Certificate in Principles of Customer Service,Pearson Education Ltd,60153039,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/01/2015,31/07/2026,,True,01/01/2015,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Pearson BTEC Level 1 Award in Principles of Customer Service,Pearson Education Ltd,60153040,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/01/2015,31/07/2026,,True,01/01/2015,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Pearson BTEC Level 1 Award in Principles of Business Administration,Pearson Education Ltd,60155796,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/02/2015,31/12/2025,,True,01/02/2015,31/12/2025,,True,01/08/2016,31/12/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Pearson BTEC Level 1 Certificate in Principles of Business Administration,Pearson Education Ltd,60155802,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/02/2015,31/12/2024,,True,01/02/2015,31/12/2024,,True,01/08/2016,31/12/2024,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Pearson BTEC Level 1 Introductory Award in Business,Pearson Education Ltd,60351342,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/10/2019,31/07/2026,,True,01/10/2019,31/07/2026,,True,01/10/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,ProQual Level 1 Award for Introduction to Customer Service ,ProQual Awarding Body,60058638,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/07/2012,31/07/2026,,True,01/07/2012,31/07/2021,,True,01/08/2016,31/07/2021,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,ProQual Level 1 Award in the Principles of Customer Service ,ProQual Awarding Body,60077360,Level 1,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/02/2013,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,ProQual Level 1 Certificate in Customer Service ,ProQual Awarding Body,60147556,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/11/2014,31/07/2026,,True,01/11/2014,31/07/2021,,True,01/08/2016,31/07/2021,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,TQUK Level 1 Award in an Introduction to Customer Service (RQF),Training Qualifications UK Ltd,60171510,Level 1,Vocationally-Related Qualification,,Administration,Approved,True,01/10/2015,31/07/2026,,True,01/10/2015,31/07/2021,,True,01/08/2016,31/07/2021,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (Skillsfirst) Level 1 Award in Principles of Customer Service (RQF),VTCT,60000442,Level 1,Other Life Skills Qualification,,Administration,Approved,False,,,,True,17/01/2011,31/07/2025,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (Skillsfirst) Level 1 Certificate in Principles of Customer Service (RQF),VTCT,60049406,Level 1,Other Life Skills Qualification,,Administration,Approved,False,,,,True,01/04/2012,31/07/2025,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT (Skillsfirst) Level 1 Award in Introduction to Employment in Business Administration (RQF),VTCT,60130477,Level 1,Other Life Skills Qualification,,Administration,Approved,False,,,,True,01/05/2014,31/07/2025,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,VTCT Level 1 Certificate in Customer Service,VTCT,60148810,Level 1,Other Vocational Qualification,,Administration,Approved,True,01/01/2015,31/07/2025,,True,01/01/2015,31/07/2022,,True,01/08/2016,31/07/2022,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Active IQ Level 2 Certificate In Customer Service and Professional Development,Active IQ,60137575,Level 2,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/08/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Active IQ Level 2 Certificate in Customer Service,Active IQ,60328009,Level 2,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/01/2018,31/07/2026,,True,01/01/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,BIIAB Level 2 Certificate In Principles of Business and Administration ,BIIAB,60172496,Level 2,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/10/2015,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,BIIAB Level 2 Certificate in Principles of Customer Service,BIIAB,60172538,Level 2,Vocationally-Related Qualification,,Administration,Approved,True,01/10/2015,31/07/2026,,True,01/10/2015,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 2 Certificate in Customer Service,City and Guilds of London Institute,50063297,Level 2,Vocationally-Related Qualification,,Administration,Approved,True,17/08/2009,31/07/2026,,True,17/08/2009,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 2 NVQ Certificate in Customer Service ,City and Guilds of London Institute,50093411,Level 2,Occupational Qualification,,Administration,Approved,True,01/08/2010,31/07/2026,,True,01/08/2010,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 2 NVQ Certificate in Business and Administration,City and Guilds of London Institute,50096771,Level 2,Occupational Qualification,,Administration,Approved,True,01/08/2010,31/07/2026,,True,01/08/2010,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 2 Diploma in Business Support ,City and Guilds of London Institute,60016486,Level 2,Vocationally-Related Qualification,,Administration,Approved,True,01/05/2011,31/07/2026,,True,01/05/2011,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 2 Diploma in Customer Service,City and Guilds of London Institute,60135621,Level 2,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/09/2014,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,City & Guilds Level 2 Diploma in Business Administration,City and Guilds of London Institute,60136078,Level 2,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield  Level 2 NVQ Certificate in Customer Service (RQF),Highfield Qualifications,60054694,Level 2,Occupational Qualification,,Administration,Approved,False,,,,True,01/06/2012,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield  Level 2 Certificate In Customer Service (RQF),Highfield Qualifications,60054724,Level 2,Vocationally-Related Qualification,,Administration,Approved,True,01/06/2012,31/07/2026,,True,01/06/2012,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield Level 2 Certificate in Principles of Business and Administration (RQF),Highfield Qualifications,60054803,Level 2,Vocationally-Related Qualification,,Administration,Approved,True,01/06/2012,31/07/2026,,True,01/06/2012,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield Level 2 Award In Customer Service (RQF),Highfield Qualifications,60066854,Level 2,Vocationally-Related Qualification,,Administration,Approved,True,01/10/2012,31/07/2026,,True,01/10/2012,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield  Level 2 Diploma in Customer Service (RQF),Highfield Qualifications,60140264,Level 2,Occupational Qualification,,Administration,Approved,False,,,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield Level 2 Diploma in Business Administration (RQF),Highfield Qualifications,60141074,Level 2,Occupational Qualification,,Administration,Approved,False,,,,True,01/09/2014,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Highfield Level 2 Diploma in Customer Service Skills (RQF),Highfield Qualifications,60346875,Level 2,Vocationally-Related Qualification,,Administration,Approved,False,,,,True,01/06/2019,31/07/2026,,True,01/08/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,iCQ Level 2 Certificate in Customer Service (RQF),iCan Qualifications Limited,60034233,Level 2,Occupational Qualification,,Administration,Approved,False,,,,True,01/10/2011,31/07/2026,,True,01/08/2016,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
